text,probability
แอพมีไว้ทำไรอะะ เล่นยังไง,0.8777
คุณบอกชอบเราแล้วก็หายไป,0.8777
แนะนำวิชาบูเก็บเกรดง่ายให้หน่อยจิจะลงเทอมหน้า,0.8777
กรกฤชหิวมั้ย,0.8777
ทุกคนจัดการกับรอยสิวยังไงหรอ เมื่อก่อนเราเป็นสิวเยอะมาก เลยเปลี่ยนมาใช้แต่เบบี้ออยกับกินซิงค์ ตอนนี้สิวหายหมดแล้วเหลือแต่รอยอ่ะ,0.8777
แบงค์สังคมสงเคราะห์ใส่แว่นดัดฟันหล่ออ่ะหยักดั้ย (ปีฉอง),0.8777
มีกำหนดไหมค่ะ ว่า ให้ถือดอกไม้จันทน์มือไหน,0.8777
อยากใส่บาตรอะมีวะนไหนบ้างครับ,0.8777
เข้าไปเรียนจะมีใครคบไหมเพื่อนเนี้ย555555,0.8778
มีใครรู้จักร้านหิ้วราคาน่ารักบ้างมั้ยค้า,0.8778
ความรถติดอะ ถ้าติดเก่งขนาดนี้ได้ที่เรียนกี่ที่อะถามหน่อย,0.8778
"สอบถามหน่อยค่ะ
พระเมรุมาศ สนามหลวง เปิดให้เข้าชมวันไหนถึงวันไหนคะ รอบละกี่คน/ชม.คะ ขอบคุณมากค่ะ",0.8778
วันหยุด อยากออกไปเที่ยว แต่ตังไม่อำนวย 😭,0.8778
คนคนนึงต้องใช้ความพยายามขนาดไหน เขาจะรู้บ้างไหมอะ,0.8778
"จีบคนลืมแฟนเก่าไม่ได้
ข้อดี
-ถ้าจีบติดเขาจะเป็นคนที่รักคุณมาก เพราะเขารักจริง
.
.
ข้อเสีย
-มึงจีบไม่ติดหรอกสัส !!!",0.8778
อยากรู้ว่านุ้งหมีนี่เรียนจบไปแล้วหรือกำลังเรียนอยู่ อยากรู้คณะด้วย😅,0.8778
ปฐมนิเทศหอในเริ่มกี่โมงง่ะ,0.8778
เราไม่ได้เช่าหอในไว้ตอนซัมเมอร์ ละคือไม่รู้จะเก็บของไปไว้ที่ไหน ถ้าเรายัดของทั้งหมดใส่ตู้แล้วล้อคไว้ช่วงซัมเมอร์จะเป็นไรมั้ย,0.8778
เห็นมีงานopen house อยากรู้ว่าตอนนี้ในม.วุ่นวายมั้ย ร้านกาแฟพอจะมีที่ว่างสงบๆรึป่าว? 555555,0.8778
มีใครเคยใช้แอพนี้ส่งของมั้ยคะ,0.8778
"ชอบเค้า แต่จะทักไปคุยก็ไม่กล้า ทำยังไงดีให้เค้าทักมา👉🏼👈🏼
ขอฮาวทูทีค่า เขินจัง🙈",0.8778
ถ้าจากวัดชนะสงคราม(หรือถนนข้าวสาร) สามารถเดินข้ามไปเข้าแถวตรงจุดคัดกรองที่3 ม ธรรมศาสตร์ได้ไหมคะ รบกวนแนะนำด้วยนะคะ 🙏,0.8779
พอทราบอยุ่ครับ...,0.8779
"เคยตัดทุกคนเพื่อที่จะมาจิงจังกับคนๆเดียวไหม
#😞😞",0.8779
เต๋ากับชุ้งนี่ยังไงอ่ะ,0.8779
"มีมั้ยวะ คนที่ไม่ชอบกินชานมไข่มุกอ่ะะ
เออ เราเพื่อนกัน",0.8779
เต๋ากับชุ้งนี่ยังไงอ่ะ,0.8779
"แล้วฉันเลือกอะไรได้มั้ยยย 
เลือกที่จะไม่อ่านได้หรือเปล่า",0.8779
เต๋ากับชุ้งนี่ยังไงอ่ะ,0.8779
"ใครเเนะนำโปรอืนเตอร์เน็ตของ ais หน่อยงับ 
จากเติมเงิน จะเปลี่ยนเป็นรายเดือน 
ที่ดูมา เร็วต่อเนื่องแบบ 6mbps กับ4Mbps อะ เร็วจริงไหม 
เราไม่ค่อยเข้าใจเท่าไหร่",0.878
หิวตอนนี้ ควรกินดีมั้ย 🤨,0.878
ย่างเนยควรไปกี่โมง ไปตอนนี้ได้แมะ,0.878
เล่นยังไงอ่ะช่วยด้วยยยย ฮือ,0.878
มีคนเล่นมั้ยวะ55555555555,0.878
Reg เรา เข้าไม่ได้อะ,0.878
มีเเต่เราหรือเปล่า ที่สนใจเขาอยู่ฝ่ายเดียว,0.878
กินติมมั้ยๆ,0.878
ศูนย์ยังมีที่นั่งมั้ย ชั้นคอม,0.8781
อยากกลับไปคุยกันอีกครั้งได้ไหม,0.8781
ถ้าการมีแฟนแล้วเหงา เราควรอยู่คนเดียวหรือเปล่า,0.8781
เป็นคนแอบชอบไง เศร้าแค่ไหนเขาก็ไม่รับรู้,0.8781
เริ่มไม่แน่ใจละว่ามีกับไม่มีอันไหนมันดีกว่ากัน,0.8781
Zon ถ้าเราเผลอรักแก แกจะรักเรามั้ย?,0.8781
หมุดคณะราชหายไปไหน??,0.8781
Too Fast เปิดเมื่อไหร่มีใครรู้บ้างง,0.8781
เสาร์นี้มีใครไปคอนฮยอนบินมั้ยคะะะ กลับกันยังไงอ่า😂,0.8781
"อยากมีคนดูแล
ต้องใช้แป้งแคร์กี่กระป๋องคะ 😁",0.8782
ใครมีโปรแกรมปั้มฟอล ปั้มไลค์แบบร้านค้า ทักมาหน่อยค่ะ (จริงจัง),0.8782
กลับมาได้ไหม กลับมารักกันเหมือนเดิมได้หรือป่าว,0.8782
ถ้าเขาชอบเราจริง แค่เราหายใจเขาก็ชอบเราแล้ว 😕,0.8782
แล้วเราผิดตรงไหนเหรอ,0.8782
เคยชอบใคร แต่ทำได้แค่มองปะ?,0.8782
เจี๊ยบตัดยางเราทำไม,0.8782
ฝนตกมั้ยครับ,0.8782
วิชา th162 นี่ถ้าไม่ได้เรียนตอนปี1 แล้วไปลง ตอนปี2 จะได้มั้ยคะ ขอคำแนะนำด้วยค่า,0.8782
ทำไมต้องคิดว่าเราชอบประชด งี่เง่า เอาเเต่ใจ จะให้เราเข้าใจเธออย่างเดียวแต่เธอไม่เคยเข้าใจเราเลย ไม่สนใจความรู้สึกเราบ้างเลย ถามเราบ้างมั้ยว่าเราต้องการอะไร ทุกวันนี้จะทำอะไรเธอเคยมีเวลาให้เราบ้างปะวะ จะทำไรไปไหนเราก็ลุยคนเดียวตลอด อย่าทำให้เรารู้สึกว่ามีเหมือนไม่มีได้มั้ย 😭,0.8782
"หาตี้คือไรอะ 
จากเดกฬที่ไม่เข้าใจ 😶",0.8783
พี่ๆที่เรียนสหเวช ฬ เม้นหน่อยค่าา อยากคุยด้วยเรื่องการเตรียมตัวค่ะ 😁,0.8783
เล่นยังไงง่า 🙃,0.8783
มีใครเรียนsiitบ้างงง หาเพื่อนนนนน,0.8783
เมื่อไรจะสอบเสร็จจจ,0.8783
เมื่อไรจะสอบเสร็จจจจ,0.8783
กินตัวเลขเป็นอาหารได้มั้ย ต้มหนังสือกินได้หรือปล่าว? 🤬🦊,0.8783
ได้เเต่คิดจริงๆอ่ะพูดอะไรออกไปไม่ได้,0.8784
ไม่อยากสอบพยาธิสรีระ,0.8784
อยู่มธ.แต่วาร์ปมาในนี้ได้มั้ยยยย แงงง,0.8784
เหมือนมี ปัญหากับเน็ตอ่ะ,0.8784
มีใครเรียนมหาลัยแบบไม่มีเพื่อนไหมคะ แบบไม่มีที่สนิทเลยอะ😭😭,0.8784
จิตอาสาสมัครการแพทย์ตรงธรรมศาสตร์มีไหมคะ,0.8784
มีคนมาจีบแล้วอยู่ๆก็หายไป ไม่ทักมาเลย คือไรง่ะ,0.8784
ลงที่อนุสาวรีย์ชัย มีรถสายไหนที่ไปลานพระบรมฯบ้างคะ,0.8784
ไม่ได้อยู่มหาลัยเล่นได้มั้ยง่าาาา,0.8784
หางเเถวเสื้อเซียร์อยูตรงไหนเเล้วคะตอนนี้,0.8784
"งง กับตัวเองที่คถเกมแต่ไม่โหลด 5555
#อารมณ์ไหนคะซิส😂😂",0.8784
เราหิวอ่ะ ใครอยู่แถว บร.5บ้าง ซื้อข้าวให้หน่อยจิ,0.8784
พี่แตมม เซ็นต์กี่ต้าร์ให้หน่อยยย อยู่ฝั่งซ้ายพี่สแตมมม,0.8784
อยากถ่ายบ้าง5555,0.8784
ซื้อไอแพดกับ ustore ตรงศูนย์นส.จะได้ราคานักศึกษามั้ยอ่ะ หรือต้องสั่งผ่านเว็บเท่านั้น,0.8785
ขอวาร์ปดีเจเสื้อขาว งานไหลวิศวะวันนี้หน่อยคะ พลีสสสส,0.8785
"อยากซิ่วไปเรียนอนุบาลลล555
อยากนอนนานๆๆๆๆๆๆๆ",0.8785
บริเวณถนนเส้นราชดำเนินเป็นไงบ้างคะ ยังพอเข้าไปได้มั้ยคะ,0.8785
อยากฟังเวอชั่นเขมรอะครับ,0.8785
แนะนำที่อ่านหนังสือสอบให้เลาที,0.8785
จิ้มโทรศัพท์ก็หมดวันแล้วอ่ะ จะเอาเวลาไหนไปตั้งใจเรียน ถามจีงงง,0.8785
ใครเคยใช้มั่งงง,0.8785
จะสอบเเล้วงือออออ ตายเเน่ๆๆ,0.8785
ติดโทรศัพท์ หรือติดคนในโทรศัพท์😉😉,0.8786
ใครมีสรุป TU102 เรื่อง Sex บ้างคับบบ,0.8786
อยากร้อง แต่ร้องไม่ออก555555555555,0.8786
ช่วยแนะนำร้านคาเฟ่ในขอนแก่นให้หน่อยจ้า✌🏻,0.8786
อยากกินโรตีสายไหม 😭,0.8786
ไก่มั้ยจ้ะ🌝♥️🍗,0.8786
ถ้าเรามีแฟนใหม่ที่มีชื่อเหมือนแฟนเก่าแล้วเราโทรไปผิดเบอร์ เพื่อนๆจะบอกแฟนเก่าว่าอะไรอ่อ 😂,0.8786
รถตู้ในมอจากรังสิตไปท่าพระจันทร์ช่วงสามทุ่มมีรถไหมคะ,0.8786
มียัง?,0.8786
เวลาเราเจอคนที่มีแฟนแล้วแต่มาจีบจีบเราละบอกว่าโสด หน้าเราเหมือนแฟนเก่าเขา ละเขามาคุยกับเราทุกวันคอลกันทุกคืน สุดท้ายเราไปเจอว่าเขามีแฟนอยู่แล้วก็ไม่ได้เลิกกัน เราควรรู้สึกไงวะ ชาไปเลยมั้ยล่ะ บายเลิกยุ่ง ไม่ชอบใช้อะไรกับใครเว้ยยยยย,0.8787
"จุดถวายดอกไม้จันเริ่มกี่โมงครับ
พร้อมกันทุกจุดหรือป่าวครับ
ใครรู้ช่วยบอกผมห่อยนครับ",0.8787
เข้าคณะอะไรดีง่า,0.8787
ไม่ชอบสระผมช่วงสอบกลัวเนื้อหาที่อ่านมาจะหายหมดดดด 5555,0.8787
แล้วตกลง Arinet นี่ยังไง?,0.8787
แถวๆโรงพยาบาลรามาฯมีที่ให้อ่านหนังสือมั้ยอ่ะะะ,0.8787
ช่วงนี้เครปหลังวิศวะยังขายอยู่มั้ย อยากกินๆๆๆ,0.8787
TU103 sec พุธบ่าย อาทิตย์หน้าต้องส่งอะไรหรอ เห็นเพื่อนบอกทำมายแมพ ทำเกี่ยวกับอะไรยังไงหรอ เค้าหลับ 55555555,0.8787
ทำไมโซนเราไม่มีคนหล่อๆเลย โอ้ยยย 555555555,0.8787
ขอวิธีเลิกคิดถึงเทอหน่อย,0.8788
แถวม.มีร้านแว้กขนมั้ยคะ,0.8788
เพื่อใครจะเดินทางไปรับปริญญาคับผม #tunews #mendes,0.8788
มีวิชาเสรีตัวไหนเรียนวันศุกร์เช้ามั้ยคะะ,0.8788
รางวัลเรียนดี นี่วัดจากอะไรหรอคะ เราได้เกรดมากกว่าเพื่อน ไม่เคยf w แต่ไม่ได้รางวัลง่า สงสัยๆ,0.8788
รบกวนสอบถามค่ะ พอดีต้องรอพรุ่งนี้ช่วงค่ำถึงจะได้ออกไป(รอฝากลูกตัวเล็ก) อยากทราบว่า ถ้าออกไปราว2ทุ่มของวันที่ 25 มาจาก ถนน.เพชรบุรี  สามารถลงได้ถึงจุดไหนคะ และรอเข้าจุดคัดกรองในวันที่26จุดไหนได้บ้าง กราบขอบพระคุณค่ะ,0.8788
ถ้าเดินทางโดยเรือด่วนเจ้าพระยาสามารถลงท่าไหนได้บ้างคะ แล้วเรือด่วนหมดกี่โมงคะ,0.8789
อยากเรียนภาษาอังกฤษครับ แถวมอมีที่ไหนสอนดีๆบ้างครับ  😭😭 #ขอแบบไม่แพงมากนะครับ,0.8789
คือระบบล่มเหรอ เข้าไม่ได้มาหลายวัน แก้ไงดี จะปริ้นใบเสร็จค่าเทอมอ่า,0.8789
"ขณะนี้หอในเขาตัดไฟเหรอครับ
หรือไฟดับ ถ้าตัดไฟ ตัดถึงกี่โมงครับบ",0.8789
อยากทักก็ทักเลยได้ป้ะ อึดอัดอะ ต้องยังไงหรอเธอถึงจะกลับมาเป็นเหมือนเดิม,0.8789
"กำลังจะซื้อNote bookใหม่อะ
แต่ไม่รู้ว่าจะเอาMac หรือแบบวินโดว์ดี
ช่วยแนะนำ ข้อดี-ข้อเสีย ให้หน่อยจิ",0.8789
"ในนี้มีใครกำลังเรียนวิชา es356 บ้างมั้ยครับ
คือผมอยากจะถามว่า การบ้านควิซที่ อ.โรจน์ ให้มาทำน่ะครับ  มันต้องทำยังไง  เนื้อหาเอาจากไหน และต้องทำออกมาเป็นรูปแบบยังไงเหรอครับ เป็นงานเขียนหรืองานปริ๊นต์เหรอครับ พอดีผมไม่ได้เข้าเรียนสัปดาห์แรกของ อ.โรจน์ น่ะครับ   ขอรบกวนคุณผู้รู้ด้วยนะครับ ",0.8789
ร้านตัดผมตรงไหนไม่แพงบ้างง ร้อนมากอยากซอยสั้นน,0.8789
มีหอไหนที่ลดราคาพิเศษ ช่วงปิดเทอมมั้ยครับ,0.8789
ปอ.510ขึ้นตรงป้ายหน้าโดมบริหารได้มั้ยอ่ะ,0.8789
มีใครเรียนคนเดียวบ้างง 😰,0.8789
ตั้งดิสเป็นรูปตัวเองดีปะวะ,0.8789
"มธนี่ มีรถตู้อยู่ตรงไหนบ้างครับ อยากไป
อนุสาวรีย์",0.8789
[@dysania ](http://zonapplication.com/users/5979b750ed120500012c476f)วันนี้ก็มาวิ่ง จะเจอกันไหมน้า~~<~,0.8789
อยากซิ่วไปมช.,0.8789
รู้ว่าเขาชอบเรา แต่เราไม่ได้ชอบเขาควรบอกไปเลยไหม กลัวบอกไปละเขาไม่โอเค,0.8789
อยากใครห้องที่มีผีอะ ทำไงดีช่วยรีวิวหน่อย,0.8789
‪คนอื่นเห็นแฟนตัวเองตอบแชทแล้วดีใจ ทำไมกูรู้สึกเจ็บๆ ที่หน้าอกข้างซ้ายวะ เจ็บแบบ ไม่ตอบกลับได้ไหมอะ กูล้าาาา‬,0.879
‪คนอื่นเห็นแฟนตัวเองตอบแชทแล้วดีใจ ทำไมกูรู้สึกเจ็บๆ ที่หน้าอกข้างซ้ายวะ เจ็บแบบ ไม่ตอบกลับได้ไหมอะ กูล้าาาา‬,0.879
"เหนื่อยมั้ยตัวเรา...😔
#pinkmoon",0.879
ตอนนี้ที่หัวลำโพงมีรถเข้าสนามหลวงไหมค่ะ,0.879
พนสอบtu102อ่านตอนนี้จะทันอยู่มั้ย5555,0.8791
ถ้าย้อนกลับไปได้ จะเลือกเรียนอะไรกัน?,0.8791
สอนคนอื่นเรื่องความรักได้แต่ทำไมสอนตัวเองไม่ได้ ช่วยบอกเราทีว่าทำไม TT,0.8791
สอนคนอื่นเรื่องความรักได้แต่ทำไมสอนตัวเองไม่ได้ ช่วยบอกเราทีว่าทำไม TT,0.8791
nocที่ไปเอาพัสดุไปรษณีย์เปิดกี่โมงหรอคะ,0.8791
จะอะไรหนักหนาทำเหมือนกูขอเงินมึงซื้ออ่ะ,0.8791
ทพจ เป้นไงบ้าง ตอนนี้รังสิตครึ้มมาก,0.8791
มันเล่นยังไงวะ,0.8792
บร.4 มีลิฟท์มั้ยอ่ะ พอดีเราใส่เฝือกแล้วไม่อยากกระดึ๊บๆขึ้นไป,0.8792
ถ้าอยากจะถอนวิชา ตอนนี้ยังถอนได้อยู่มั้ยอ่ะ,0.8792
มันเล่นยังไงวะ 55555,0.8792
มีร้านเย็บผ้าแถวเชียงราก1มั้ย,0.8792
ระหว่างที่เขาโกหกเพื่อให้เราสบายใจ กับ เขาบอกเราตรง ๆ แบบไหนเจ็บกว่ากัน,0.8792
มันเล่นยังไงวะ,0.8792
จักยาน ofo ใช้ยังไง,0.8792
มันเล่นยังไงวะ,0.8792
เคยสับสนไหม ว่าจะไปต่อหรือพอแค่นี้ ..,0.8792
จะผอมปะ,0.8792
มันเล่นยังไงนิ,0.8792
อยากรู้ว่าหุ่น เมทหุ่นแซ่บไหม ทำไง,0.8793
อยากไปdndแต่อายุไม่ถึง20อ่ะ55555,0.8793
ถามรุ่นพี่ค่ะ หอในผีดุจริงเหรอคะ,0.8793
คณะไหนซ้อมหลีดแถวไหนบ้างอะ จะไปส่อง,0.8793
ลงเรียนนี้ ลงก่อนได้ไหมแล่วค่อยจ่ายทีหลัง แล้วจะจ่ายทีหลังคือวันที่จดทะเบียนล่าช้าใช่ไหม งง ...งงที่พิมพ์เนี่ย 😭,0.8793
รบกวนถามหน่อยเพื่อนๆ ช่วงเดือนธันวามีค่ายอะไรบ้างมั้ยคะ อยากหาค่ายไปมาก แต่เอาแบบกลับมาก่อน5มกรานะ เพราะต้องฝึกงาน TT,0.8793
คนที่ให้กำเนิดเราฝ่ายหญิงทำไมเรียกว่า แม่ ให้กำเนิดเราฝ่ายชายเรียกว่า พ่อ ทำไม??????*-*&&&,0.8793
โซนไหนไม่เงียบบ้างงง #คนไม่มีโซน,0.8793
มีถาปัตมั้ยคะแถวนี้,0.8793
คือเราชอบพี่คนนึง อยากรู้จักอยากคุยกับเขาทำไงดี ขอวิธีที่เซฟตัวเองนิดนึง 5555 ปล. คือเรากับพี่เขาไปวิ่งที่เดียวกัน เลยได้เห็นกันบ่อยๆ,0.8794
รูปงานเฟรชชี่ เอาได้จากที่ไหนบ้างงง,0.8794
สะพานพระปิ่นยังสามารถเดินข้ามได้ไหม,0.8794
สอบถามค่ะ จุดคัดกรองท่าเตียนเปิดไหมค่ะ คือว่ารอที่ท่าราชินีตั้งแต่ 16.00 น. ถึง ตี5 มีเจ้าหน้าที่มาบอกว่าจุดคัดกรองนี้ไม่เปิด ใครที่นั่งรอช่วยตอบหน่อยนะคะ ได้เข้าไปหรือไม่,0.8794
ถ้าเขาเลือกจะไปยังไงก็รั้งเขาไว้ไม่ได้อยู่ดีนั่นแหละ,0.8794
สับสนกับชีวิต เอาไงดี ออกจากงานดีมั้ย แล้วจะได้งานหรือป่าว 😭😭😭,0.8794
สิว แกเคยคิดอยากจะหายไปจากเราเหมือนคนคุยเรามั้ย,0.8794
ไม่ทราบว่าแถววัดบุณยประดิษฐ์สาย2 คนมากมั้ยครับ,0.8794
ถามพี่ๆ งานที่ท่าพระจันสนุกมั้ยยย,0.8795
ลุกขึ้นเต้นได้มั้ยย,0.8795
มีเพลงชาติเมกามั้ย,0.8795
หอในถ้ามีเพื่อนมาขอนอนด้วยต้องไปทำเรื่องขอที่ไหนคะ,0.8795
รักกรุงเทพคริสเตียน หมายถึง ผช อ่าค่ะ,0.8795
มีใครเคยกินร้านอ้วนผอมที่สามย่านมั้ย? อร่อยป่าว? หิวมากตอนนี้ 😭😭😭😭,0.8795
เปลี่ยนยางสีไรดีอ่ะ 😭,0.8795
มีใครมีร้านทำเล็บที่ถูกและดีแถวมอมั้ยยย,0.8796
อยากสอบเข้า มช.ได้โว้ยย ติวให้ที,0.8796
"แลปไบโอ แลปฟิสิกส์ที่มันยังไม่บอกห้องเรียน มีใครไปติดต่อ
ภาคไหม อยากรู้ว่าเค้ากำหนดห้องให้แต่ละเซครึยัง",0.8796
มึงไม่สมควรหวั่นไหวกับความสัมพันธ์อะไรที่มันไม่ชัดเจน .,0.8796
ถ้าเราจะจัดทำโปรเจ็คแล้วต้องใช้ห้องที่มีโปรเจคเตอร์นี่มีที่ไหนที่จองได้บ้างไหมเอ่ยยย,0.8796
ทำตัวเหมือนไม่มีสอบอะไรทั้งนั้น,0.8796
ใครเรียนtu100เทอมนี้บ้าง,0.8796
มีใครเรียนวิชาหลักวิศวกรรมอาหารบ้างไหม 😄,0.8796
แถวปากเกร็ดมีจุดไหนบ้างครับสามารถวางดอกไม้จันทร์ได้,0.8796
พอมีใครทราบมั้ยคะ ว่าหัวแถวจุดคัดกรองพระแม่ธรณีเปิดหรือยังคะ แล้วด้านในยังสามารถรับจำนวนคนได้เยแะขนาดไหนคะ,0.8796
ศกร ชั้นสองมีที่ว่างพอสัก 3-4 คนมั้ยครับ,0.8796
ปวดท้องเมนส์วันสอบ ทรมานสุด,0.8797
งานวิชา tu ไรป่าวหนิ,0.8797
สนามกีฬาธูปะฯเป็นงัยบ้างคะ,0.8797
แอบชอบรุ่นพี่ต่างคณะะ โดยที่เขาไม่รู้จักเราา TT,0.8797
นางในกับต้มตุ๋นร้านไหนดีกว่ากัน? 😋,0.8798
ขอเป็นแฟนได้ไหม ในฐานะอยากไห้เธอเย็น🍃❄,0.8798
"เธอให้ความหวัง หรือเราคิดไปเองนะ ??
#อยากรู้แต่ไม่อยากถาม #คนคิดไกลคนนึง",0.8798
ควรนอนหรือควรหาไรทำ,0.8798
นุ้งหมีคือใครอะ อยากรู้,0.8798
ใครพอมีสรุป po.241 บ้างงง ที่ผ่านมาเรานอนบนเตียงเป็นไข้ไม่สบาย ยังไม่ได้อ่านอะไรเลย ;(,0.8798
ใครพอมีสรุป po.241 บ้างงง ที่ผ่านมาเรานอนบนเตียงเป็นไข้ไม่สบาย ยังไม่ได้อ่านอะไรเลย ;(,0.8798
ร่านกับมั่ว ต่างกันไหม😂😂,0.8798
เราอยากกล่องลังที่ไม่ใช้แล้วมาทำงาน พอจะหาที่ไหนได้บ้าง,0.8799
ในโซนนี้มีมัธยมไหมงะ หรือมีแต่มหาลัย,0.8799
แถวธรรมศาสตร์รังสิตมีอะไรอร่อยๆบ้าง เเนะนำหน่อยยย,0.8799
กลืนน้ำลายแล้วเจ็บคอมากๆๆ เจ็บจนน้ำตาไหล มีใครรู้วิธีแก้บ้างไหมคะ ทรมานสุดๆเลย😭😭,0.8799
เขาขอเราไม่ให้เราตอบเขาเว้ย แต่เขากลับอ่านแชทเราไม่ตอบเราเอง 😂 คือตกลงใครขอเราหรือเขา,0.8799
หอจดหมายเหตุ คลอง 5 แถวยังยาวไหมคะ,0.8799
แอบชอบพี่ปี 2 สถาปัตย์การผังเมือง ☺️,0.8799
ขอ How To เรียนยังไงไม่ให้ง่วง (＊￣︶￣＊),0.8799
แฟนถามว่ารักเขามั้ยๆ บ่อยๆทุกวัน ยังมีแค่เขา ยังเหมือนเดิมกับเขาใช่มั้ยบ่อยๆแบบนี้อ่ะ เป็นคุณ คุณจะเบื่อมั้ยหรือคิดว่าไง,0.8799
ทำไมไม่เลิกกัน,0.8799
"เคยคิดถึงใครแล้ว ทำอะไรไม่ได้มั้ย ?
ทรมานเนาะ แม้กระทั่งจะพูดว่า #คิดถึง ยังพูดไม่ได้เลย 🐻.",0.88
มีใครเรียน แอพแมท (วิทยา) ปะ,0.88
จะมีหอทำไมถ้าเราอยู่รพ.เกือบ 20 ชั่วโมง #แย่,0.88
อยากเข้า มศว แงงงง,0.88
เรามีสิทธิ์​ที่จะงอนคุณได้มั้ย,0.88
ทำไมดูเย็นชากับเราจังวะ,0.88
"เพื่อนๆใช้ 'เน็ตมือถือ' ของค่ายไหน
สีแดง? สีฟ้า? สีเขียว?

อยากรู้ค่ายไหนโปรคุ้มๆบ้าง
มาแชร์กันหน่อยค่า",0.88
เราแค่อยากได้คนที่คุยได้ทุกเรื่องอ่ะ มีบ้างไหม,0.88
จากตลาดรถไฟรัชดา จะกลับมามอเรายังไงหรอครับ,0.88
ทำไมเราต้องใจอ่อนให้กับเขาตลอด ทั้งๆที่เราไม่ได้ผิดอะไร,0.88
อยากเป็นเจอปีบัณฑิตต้องทำไงครับ😂 เจอตัวยากเหลือเกิน,0.88
ที่มหาวิทยาลัยธรรมศาสตร์ศูนย์รังสิตมีผีไหม???,0.88
ใครเรียนอยู่คณะนิติศาสตร์บ้างคะ มีวิธีจำกฎหมายยังไงให้เเม่น ช่วยน้องด้วย😢😢,0.8801
พี่ปริ้นนี่อยู่ทุกวงใช่ไหม,0.8801
เด็ก มธ ทำอะไรกันตอนปิดเทอม !?,0.8801
anonymous แปลว่าอะไรวะ,0.8801
สมัครapple musicแบบนศ.ยังไงอะใครเคยทำบ้างงง,0.8801
ตอนนี้แถวยาวมั๊ยคะ,0.8801
ชอบน้องหมิงคับ,0.8801
"#TUQuiz รู้หรือไม่ ?? เซเว่น ใน ม. 🙍🏻‍♂️🙍🏻

มีทั้งหมดกี่ที่ ที่ไหนบ้างงงง  (เฉพาะ ใน ม. น่ะ !!!)",0.8801
ปกติมีแบบพี่ๆมหาลัยมาชอบน้องม.ปลายบ้างมั้ยอ่ะะ น้องอยากรู้วว55555555,0.8802
"ผู้ชายที่ฟังไทเทเนียม ส่วนใหญ่ไลฟ์สไตล์เป็นไงกันอ่ะ
อยากรู้ 5555",0.8802
หรือเราอาจจะไม่ได้ชอบเขามากขนาดนั้น แต่เขากลับเข้ามาในเวลาที่มันพอดีกับใจ,0.8802
ตอนเช้าพระมาบินทบาตที่ม.กี่โมง ที่ไหนคะ,0.8802
จำนวนที่จอดรถ ในเซ็นทรัลเวิลด์ เหลือ อยู่เยอะไหมครับ,0.8802
เคยรักใครแบบเป็นไปไม่ได้ปะ?,0.8802
เมื่อไหร่จะมี zone PNRU อะครับ,0.8803
ที่รับพัสดุ(ตรงc1) เปิดวันเสาร์ไหม,0.8803
ใครเคยกินนมมะละกอที่เซเว่นบ้าง,0.8803
"เพราะรู้สึกอยู่ไง เลยหายๆปไหนไม่ได้สักที
😔😔",0.8803
หิวอ่ะ กินไรดี,0.8803
หิวอ่ะ กินไรดี,0.8803
เหนื่อยจะมานั่งตอบคำถามว่าแฟนเก่าแกนี่พึ่งเลิกกันไม่ใช่หรอทำไมดูมีคนใหม่เร็วจังวะ ก็คือเขาคุยกันตั้งแต่คบกับนี่่ไง จบไหม เห้อ,0.8803
เล่นทุกเเอพเเต่เขาตอบเเชทเราไม่ได้เว้ย,0.8803
หิวอ่ะ กินไรดี,0.8803
รบกวนสอบถามครับ จอดรถในห้าง central westgate วันที่ 25-26 เข้าจอดไ้ด้ไหมครับ เริ่มเข้าจอดได้กี่โมงครับ ปิดกี่โมง ขอบคุณครับผม,0.8803
เหงาแบบเหงาเลยอะครับ 😂,0.8803
arinetcu คือใครหรอ?,0.8804
เเล้วไอ้ที่ว่ากลัวว่าเราจะไปทำคนอื่นอกหักหมายถึงยังไงอ่ะ,0.8804
แอบชอบเขา แต่เขาเพิ่งเลิกกะแฟน,0.8804
ชลบุรีตอนนี้เป็นอย่างไรบ้างค่ะ,0.8804
จะไปงานแคท แต่ลืมซื้อบัตร แล้วไม่รู้ตอนนี้บัตรจะเลือกไหม,0.8804
เคยมีคนไม่ได้โควต้าแล้วไปซิทอินjc270 แล้วได้บ้างมั้ยคะ,0.8804
อยากรุ้ว่ามธ.ศูนย์รังสิตมีที่ตีปิงปองกะเเบดฟรีๆไหม อยุ่ไหนหว่าา,0.8805
ไปพุทธมณทลต่อแถวตรงไหนครับ,0.8805
อยู่ใกล้บางบัวทองมีมั้ยค่ะ,0.8805
มีที่ไหนในมอ ที่น่าไปวิ่งบ้างครับ,0.8805
มีใครรู้มั่ง,0.8805
เราจะสามารถเฉยชากับคนที่มีผลต่อใจได้จริงๆหรอ,0.8805
คิดถึงไงแต่ทำไรไม่ได้,0.8805
อยากได้แฟน ไม่ได้อยากได้พี่น้องเพิ่ม,0.8805
สนามบอลหอใน ตอน6โมงเช้ามีคนไปวิ่งหรือยังค่า ตอนเช้าควรไปกี่โมงดี,0.8805
